fips,diabetes,inactivity,mental_health,obesity,smoking
37081,11.7,23.6,17.05,38.3,13.25
37083,17.3,34.15,19.4,42.6,20.15
37085,11.45,25.8,18.2,36.8,15.25
37087,10.8,22.85,17.0,33.25,14.15
37089,10.8,22.1,16.05,30.35,12.95
37091,17.05,32.4,19.05,42.9,18.2
37093,13.25,28.05,18.95,38.3,16.35
37095,15.15,30.45,18.1,40.9,19.2
37097,9.85,21.15,16.4,32.55,12.9
37099,11.5,24.2,18.65,35.6,15.15
37101,11.05,23.35,17.15,34.8,14.05
37103,14.85,29.75,18.75,39.8,18.35
37105,12.6,26.95,18.0,37.75,15.55
37107,15.95,33.25,19.4,42.45,19.65
37109,10.3,22.2,16.9,34.7,14.0
37111,11.65,25.45,18.25,35.1,17.15
37113,12.1,25.65,17.2,35.45,15.3
37115,10.35,22.3,17.15,34.75,14.25
37117,15.45,29.9,18.8,40.4,17.75
37119,10.1,21.0,15.65,29.6,10.75
37121,11.1,23.8,17.3,37.1,14.85
37123,13.45,28.1,18.0,38.8,16.65
37125,10.2,20.1,15.65,32.7,11.6
37127,13.65,28.2,17.9,38.35,15.75
37129,9.9,20.6,16.7,31.45,11.9
37131,17.25,31.9,18.15,42.9,17.8
37133,9.65,21.9,18.35,34.7,14.2
37135,9.15,18.25,15.3,28.75,9.8
37137,12.8,25.0,16.5,36.15,14.7
37139,12.15,24.8,17.55,38.5,14.2
37141,10.75,21.55,17.15,35.95,14.2
37143,13.0,26.0,17.35,37.4,15.55
37145,13.25,27.45,18.15,38.65,16.35
37147,12.0,25.55,18.1,39.9,14.4
37149,11.75,23.45,16.15,35.45,13.55
37151,12.05,27.15,18.5,39.8,16.8
37153,15.1,31.5,19.7,42.95,19.75
37155,17.4,35.25,20.5,48.0,22.8
37157,12.9,27.7,18.75,37.2,17.45
37159,11.75,26.85,18.05,37.4,16.05
37161,12.75,27.8,18.7,38.05,17.55
37163,14.3,30.0,18.7,41.75,17.35
37165,16.3,33.2,20.2,45.35,21.65
37167,11.6,24.8,18.2,36.3,16.15
37169,11.55,25.2,17.95,36.95,16.35
37171,12.25,27.95,18.55,40.85,17.3
37173,13.85,27.25,19.95,40.75,20.1
37175,10.9,21.0,15.95,34.05,12.55
37177,15.4,30.8,18.1,41.3,18.45
37179,9.9,21.35,16.1,33.2,11.85
37181,15.35,30.65,18.8,42.7,17.55
37183,9.25,17.95,14.8,29.1,9.55
37185,17.4,32.4,18.5,44.1,19.05
37187,17.7,33.5,19.2,43.85,19.6
37189,10.15,22.25,18.65,35.0,13.7
37191,13.35,27.95,18.3,39.7,16.5
37193,12.3,26.95,18.5,38.1,17.45
37195,15.4,31.25,18.75,38.45,18.2
37197,11.85,26.2,18.15,36.3,16.5
37199,11.85,25.25,17.8,35.6,16.25
38001,11.95,27.3,14.6,35.25,16.0
38003,10.25,23.0,14.3,38.1,13.8
38005,14.4,30.9,17.8,43.55,22.55
38007,10.65,23.75,13.65,36.4,13.75
38009,10.3,23.3,14.0,37.9,13.8
38011,9.95,23.35,14.1,36.5,14.05
38013,9.65,21.6,13.75,37.25,13.3
38015,8.7,18.05,13.45,35.35,11.95
38017,8.2,17.95,13.7,34.45,11.6
38019,10.0,22.45,13.6,39.8,12.9
38021,10.2,23.7,14.8,39.15,14.3
38023,10.8,24.35,14.4,37.6,14.5
38025,10.45,23.35,14.75,36.6,14.9
38027,11.85,26.4,15.05,38.75,16.5
38029,11.35,24.5,14.45,38.45,15.35
38031,10.25,23.25,14.1,35.8,13.6
38033,11.75,27.2,15.1,37.7,16.05
38035,9.45,22.05,15.05,36.55,12.1
38037,12.75,28.95,14.95,41.55,17.1
38039,10.3,22.3,13.3,37.35,13.05
38041,10.3,24.05,14.9,37.65,14.9
38043,10.95,25.5,14.45,40.05,14.9
38045,10.65,24.45,14.1,34.8,14.4
38047,11.35,26.45,14.85,40.35,15.6
38049,10.4,25.2,14.6,41.9,15.35
38051,12.1,27.3,14.9,36.25,16.35
38053,9.75,24.05,15.25,41.0,15.1
38055,10.35,23.95,14.05,40.2,13.95
38057,10.65,24.3,14.65,39.7,15.25
38059,8.95,22.1,14.45,38.5,13.55
38061,12.2,29.6,16.5,42.0,19.1
38063,10.5,22.5,13.5,39.7,13.55
38065,10.0,22.85,13.9,34.6,13.4
38067,11.05,25.25,14.5,42.0,15.0
38069,10.55,24.7,14.4,40.8,14.55
38071,11.05,25.2,15.1,41.1,15.85
38073,10.75,24.05,14.65,38.05,15.1
38075,9.8,23.55,14.5,38.85,14.25
38077,9.75,23.3,14.75,36.85,13.85
38079,17.2,34.4,19.45,50.2,26.05
38081,10.4,23.55,14.25,41.25,14.1
38083,11.45,25.9,14.0,36.9,14.75
38085,20.15,39.4,22.1,49.4,33.25
38087,12.0,25.1,14.0,38.45,15.7
38089,9.2,23.35,14.75,37.45,14.2
38091,10.85,23.65,14.2,34.95,14.5
38093,9.95,24.1,15.3,40.0,15.7
38095,12.7,28.8,15.4,43.9,17.25
38097,9.5,21.8,14.0,38.5,12.65
38099,10.9,25.65,14.3,35.9,15.05
38101,8.8,22.65,14.45,34.3,12.95
38103,11.6,25.35,14.7,38.0,15.3
38105,9.15,24.3,15.8,40.3,15.5
39001,14.2,34.45,20.65,40.1,22.05
39003,13.35,28.7,18.9,39.85,17.3
39005,12.55,29.85,18.8,38.4,18.05
39007,14.6,33.6,20.35,45.75,20.3
39009,12.05,25.65,20.5,36.2,16.6
39011,11.0,25.75,18.0,39.5,15.5
39013,13.0,31.15,18.95,40.9,18.35
39015,13.05,33.2,19.75,41.4,19.85
39017,11.9,27.65,18.1,39.3,14.9
39019,13.05,31.2,19.45,38.8,19.2
39021,11.45,26.7,18.45,43.1,16.6
39023,13.6,32.6,19.6,42.3,18.2
39025,11.5,24.7,17.85,34.55,15.65
39027,12.35,29.65,19.1,39.8,18.0
39029,13.5,30.9,18.9,41.05,18.75
39031,13.75,31.35,19.8,41.45,20.35
39033,13.05,31.2,19.55,39.5,18.65
39035,12.35,24.15,16.65,35.35,15.0
39037,12.8,29.05,19.2,36.5,18.05
39039,12.1,27.1,17.9,35.4,16.15
39041,9.4,17.4,13.85,31.2,10.0
39043,12.7,27.0,17.85,40.2,15.25
39045,11.3,23.95,17.1,35.45,14.45
39047,13.1,31.55,19.9,41.15,20.0
39049,11.8,23.8,18.05,33.7,13.95
39051,12.0,26.5,17.85,36.9,15.25
39053,13.8,34.3,20.45,36.65,21.1
39055,10.85,22.2,16.2,32.65,13.05
39057,10.5,22.25,16.7,38.15,12.6
39059,13.35,31.65,19.95,38.2,19.2
39061,12.55,24.1,17.6,35.7,14.1
39063,11.6,26.2,17.95,39.45,14.75
39065,12.4,30.4,20.15,41.05,18.5
39067,13.7,30.45,19.85,41.25,19.25
39069,11.8,27.2,18.0,38.55,15.95
39071,13.25,31.8,20.0,41.2,19.75
39073,14.0,32.4,20.25,35.95,20.65
39075,12.2,33.65,21.8,38.5,21.9
39077,12.3,29.6,18.65,34.95,17.4
39079,13.65,33.05,20.7,44.7,20.2
39081,13.55,30.4,19.6,42.8,18.1
39083,11.55,27.05,18.35,37.45,15.95
39085,11.55,24.55,17.05,36.85,14.65
39087,13.65,31.5,20.4,41.4,19.7
39089,11.9,23.65,17.6,37.4,15.5
39091,12.55,28.4,18.75,39.1,17.6
39093,12.85,28.25,18.15,36.75,15.15
39095,13.1,29.35,18.8,36.15,16.6
39097,11.6,26.45,18.0,37.05,16.4
39099,13.3,27.35,18.5,38.75,17.25
39101,13.65,33.15,19.3,44.15,19.75
39103,10.65,23.4,16.6,36.1,13.15
39105,15.4,38.0,21.4,44.25,22.65
39107,10.9,26.75,17.85,36.35,15.25
39109,11.5,25.35,17.65,33.45,15.4
39111,14.05,32.7,19.75,40.4,20.35
39113,13.5,28.75,18.5,37.2,15.45
39115,14.15,32.35,19.6,41.05,19.75
39117,12.4,28.95,18.9,39.7,17.8
39119,13.2,29.2,19.55,43.9,18.3
39121,14.9,31.8,18.3,41.6,19.1
39123,11.7,27.0,16.85,37.95,14.3
39125,12.65,29.95,18.65,41.2,17.35
39127,12.95,31.3,19.55,38.35,19.35
39129,11.85,28.95,18.85,39.7,17.95
39131,14.7,35.75,21.8,43.1,23.1
39133,11.15,24.85,18.15,33.45,15.1
39135,11.95,29.35,18.75,39.55,17.15
39137,11.05,23.95,17.15,43.6,14.1
39139,13.3,29.5,19.5,39.1,18.3
39141,13.8,30.1,19.85,44.1,19.85
39143,13.0,28.5,18.4,40.65,16.75
39145,14.1,35.2,21.7,44.7,21.1
39147,12.15,28.8,18.6,36.05,16.8
39149,12.1,28.65,18.8,39.55,17.2
39151,12.4,28.3,18.5,40.45,17.35
39153,12.55,25.55,17.85,37.55,14.75
39155,13.8,30.3,19.45,39.75,18.75
39157,12.3,29.1,19.2,43.4,17.75
39159,9.75,23.0,16.35,39.4,12.4
39161,11.9,28.45,18.6,37.35,16.75
39163,13.85,32.15,20.45,40.0,21.25
39165,10.2,20.0,15.65,32.35,12.15
39167,12.3,28.9,18.55,43.8,17.4
39169,11.85,26.7,18.45,37.75,16.7
39171,13.0,30.75,19.0,40.65,18.05
39173,10.45,22.95,17.45,38.15,13.3
39175,11.6,26.2,17.85,35.55,15.7
40001,16.35,40.25,21.75,46.15,26.0
40003,12.3,30.8,16.95,40.1,17.65
40005,13.65,34.0,19.35,40.35,21.55
40007,12.6,33.15,16.85,38.7,15.55
40009,12.85,34.8,18.95,40.05,20.1
40011,12.85,32.35,18.25,38.35,17.85
40013,12.7,33.7,19.3,40.2,19.3
40015,14.4,37.15,19.25,40.25,21.65
40017,10.15,26.7,17.4,38.8,13.3
40019,12.8,34.1,18.9,39.7,18.1
40021,13.7,31.45,19.9,43.65,19.65
40023,15.5,37.6,20.25,45.45,21.9
40025,11.9,30.4,15.55,38.0,13.45
40027,10.8,26.75,17.5,36.95,13.65
40029,15.55,38.3,21.0,42.75,23.6
40031,12.75,33.25,18.85,43.35,17.95
40033,13.75,34.0,18.9,43.0,19.45
40035,14.55,35.25,20.45,41.85,22.5
40037,12.3,30.6,18.6,39.75,18.55
40039,11.8,31.75,18.4,42.05,16.2
40041,14.6,34.65,19.85,37.9,21.05
40043,12.25,31.65,18.3,38.3,17.8
40045,12.35,31.95,17.65,39.85,16.85
40047,11.95,31.65,17.25,41.9,17.1
40049,13.0,33.75,19.35,38.55,19.35
40051,11.15,28.85,18.2,38.35,16.35
40053,11.95,31.35,17.85,36.4,17.25
40055,12.3,32.6,17.95,42.15,18.05
40057,15.4,38.5,18.0,42.55,18.05
40059,12.6,32.45,17.0,39.35,16.15
40061,13.9,35.35,19.7,42.25,21.0
40063,14.25,35.95,19.75,42.05,22.15
40065,12.7,34.2,17.75,40.75,16.4
40067,14.55,37.2,19.45,41.2,21.15
40069,14.25,36.35,20.4,39.8,21.55
40071,13.0,31.4,19.25,42.85,19.15
40073,11.1,33.05,17.45,37.15,15.7
40075,14.85,35.4,19.35,42.75,20.2
40077,15.4,36.95,20.9,42.7,23.1
40079,14.05,37.25,20.4,40.35,22.15
40081,12.75,32.45,18.8,44.0,19.05
40083,11.15,28.4,17.4,40.2,15.4
40085,13.3,34.35,18.65,38.8,18.65
40087,10.55,28.2,17.5,38.3,15.3
40089,14.4,35.9,20.1,42.65,21.45
40091,15.45,38.4,20.25,44.85,22.35
40093,11.9,32.85,17.85,42.05,17.25
40095,13.95,36.25,18.8,39.55,19.05
40097,13.35,34.2,19.75,41.7,20.5
40099,12.8,33.9,18.4,41.5,18.2
40101,14.3,35.4,20.55,41.6,20.95
40103,11.9,32.2,18.25,41.7,17.1
40105,13.75,34.15,19.6,40.4,20.45
40107,16.0,38.2,20.55,45.7,24.6
40109,12.3,29.15,17.55,37.8,14.4
40111,14.3,36.6,20.1,45.15,20.4
40113,12.9,30.95,18.3,46.4,18.15
40115,14.2,35.85,20.4,42.0,21.8
40117,12.9,32.4,19.05,39.65,19.5
40119,10.75,28.3,18.55,35.95,15.5
40121,13.05,32.95,18.95,40.2,19.5
40123,11.6,29.3,18.35,40.1,16.8
40125,12.25,31.85,19.65,41.3,18.3
40127,15.7,38.4,20.35,39.1,24.0
40129,12.95,32.45,18.1,40.45,17.8
40131,11.5,27.95,17.45,40.0,15.85
40133,14.9,37.3,21.0,45.2,22.9
40135,15.15,36.55,21.05,47.1,23.1
40137,12.8,33.4,18.75,39.15,18.85
40139,13.45,37.45,16.95,44.3,16.1
40141,14.55,36.45,18.05,44.1,18.35
40143,11.25,30.6,18.1,35.8,14.85
40145,11.1,27.95,17.15,35.95,15.5
40147,12.1,30.2,17.9,42.55,17.25
40149,12.1,31.65,18.0,39.5,17.65
40151,10.9,29.2,18.1,37.8,15.7
40153,11.4,30.2,17.8,41.55,17.05
41001,11.7,20.2,18.05,37.75,14.15
41003,9.3,16.45,17.95,27.1,10.45
41005,9.55,19.15,17.2,33.85,10.55
41007,11.05,20.65,18.1,34.8,13.4
41009,10.85,21.4,18.8,33.3,14.35
41011,12.2,22.9,18.8,34.15,15.55
41013,10.85,20.3,18.25,36.05,13.2
41015,12.8,22.1,18.2,38.5,13.9
41017,9.2,16.1,16.35,27.0,10.65
41019,12.4,24.65,19.1,37.7,14.85
41021,12.5,24.1,18.95,35.6,15.25
41023,12.3,23.2,18.65,33.75,14.95
41025,13.0,25.25,19.95,38.9,16.6
41027,10.35,20.25,16.65,31.4,11.4
41029,11.35,21.05,18.95,32.9,13.15
41031,12.2,22.75,18.8,35.5,14.8
41033,12.8,24.5,19.5,33.9,15.95
41035,12.65,25.6,19.6,38.0,15.4
41037,12.85,24.6,18.7,37.6,15.8
41039,10.05,18.9,19.35,34.75,12.6
41041,12.5,22.3,18.2,35.7,13.9
41043,11.05,22.05,19.45,40.1,14.35
41045,13.2,28.0,19.25,41.4,16.15
41047,11.9,22.0,18.75,43.5,12.55
41049,13.6,27.6,19.75,39.3,16.15
41051,9.3,17.55,18.2,28.7,11.85
41053,10.25,19.9,18.05,32.95,12.2
41055,12.3,23.5,19.2,36.65,15.6
41057,11.6,21.05,17.95,32.1,13.45
41059,11.95,24.75,18.7,37.8,14.75
41061,11.15,21.2,19.35,36.3,14.2
41063,10.65,19.2,17.1,34.15,12.05
41065,12.1,22.95,18.65,37.95,14.65
41067,9.55,17.55,16.3,32.2,9.65
41069,13.55,24.0,18.35,36.35,14.8
41071,10.45,20.45,17.4,37.15,12.0
44001,8.85,18.3,15.15,25.8,10.35
44003,10.7,23.0,16.5,32.85,12.75
44005,9.05,19.25,14.8,27.65,9.5
44007,11.1,28.45,18.15,33.55,12.35
44009,8.05,17.3,15.05,27.5,9.95
45001,15.05,30.05,18.55,37.8,16.45
45003,12.6,25.8,16.3,34.45,13.6
45005,19.75,37.5,19.0,46.8,19.4
45007,12.2,25.85,18.3,36.25,14.3
45009,17.55,31.8,18.65,42.55,17.05
45011,17.65,35.35,19.65,44.25,19.8
45013,11.0,19.05,14.1,30.15,10.05
45015,12.4,25.45,16.9,37.85,12.9
45017,15.1,27.9,16.9,40.7,14.4
45019,10.7,19.95,14.75,29.95,10.55
45021,13.95,30.85,19.25,38.8,17.45
45023,15.3,32.0,19.3,37.8,17.95
45025,16.45,33.75,19.15,45.1,18.25
45027,17.3,32.6,18.6,38.2,17.45
45029,15.55,32.25,18.65,39.2,17.8
45031,16.05,29.6,18.5,45.6,16.65
45033,18.8,35.2,20.8,45.3,21.25
45035,12.1,24.3,16.5,35.2,13.15
45037,14.9,28.35,17.65,39.8,16.35
45039,17.95,32.2,18.35,45.65,17.45
45041,14.35,29.6,18.15,40.65,15.0
45043,14.25,23.9,15.45,32.15,12.3
45045,11.45,22.85,16.4,32.5,11.4
45047,14.2,27.9,17.7,37.15,15.35
45049,18.65,34.35,19.05,41.6,19.25
45051,12.9,24.05,17.8,32.35,14.85
45053,15.1,29.45,16.65,35.2,14.15
45055,13.45,26.8,17.35,36.45,14.55
45057,12.7,25.65,16.55,35.95,12.7
45059,14.3,31.25,18.55,36.3,16.65
45061,18.5,35.45,19.25,43.9,18.95
45063,11.4,25.4,16.7,36.05,13.0
45065,17.1,28.75,15.8,37.6,15.25
45067,19.85,35.85,20.05,45.25,20.4
45069,18.95,38.05,20.05,40.95,21.2
45071,14.6,30.15,17.7,38.35,15.7
45073,13.35,27.5,16.9,38.2,15.0
45075,17.35,33.2,18.75,42.65,16.95
45077,11.75,25.7,18.2,36.35,14.3
45079,13.0,21.95,16.55,35.25,11.55
45081,15.05,31.3,17.35,43.55,16.0
45083,12.8,27.1,17.6,37.9,14.3
45085,14.8,26.95,17.85,42.95,15.3
45087,17.05,32.95,19.75,43.9,19.45
45089,18.35,33.9,18.8,45.05,17.8
45091,11.05,22.95,16.3,37.05,11.2
46003,11.0,24.45,15.65,36.55,15.65
46005,12.35,29.1,15.95,35.4,17.05
46007,18.0,34.95,20.7,42.75,28.5
46009,11.75,25.95,15.9,37.25,18.15
46011,9.1,19.15,15.55,37.6,11.8
46013,10.35,23.95,15.25,35.3,14.4
46015,11.75,25.3,16.15,38.35,16.8
46017,18.1,37.0,22.7,48.75,31.9
46019,11.25,26.9,16.5,35.75,17.05
46021,11.45,24.15,14.15,33.35,14.2
46023,13.85,29.2,17.65,40.7,20.95
46025,11.5,26.1,15.65,34.2,16.8
46027,9.2,23.0,17.05,37.25,14.1
46029,11.05,25.8,15.8,36.05,16.5
46031,19.1,37.2,21.55,43.9,30.2
46033,11.4,23.5,14.0,33.75,14.15
46035,11.05,24.65,15.9,38.3,16.0
46037,12.6,25.45,15.95,35.0,17.15
46039,10.5,23.0,15.3,33.35,15.1
46041,18.0,36.6,21.0,43.75,29.6
46043,11.85,25.1,15.8,35.5,16.45
46045,10.75,22.0,15.0,33.7,14.95
46047,13.65,28.85,15.85,37.8,17.75
46049,12.6,26.6,16.55,36.55,17.75
46051,11.1,25.3,14.85,37.4,15.0
46053,12.15,25.6,16.1,36.25,16.85
46055,11.65,25.55,15.75,34.05,16.25
46057,9.55,22.95,15.5,34.85,14.9
46059,10.35,21.65,14.65,34.15,13.45
46061,11.0,23.85,16.35,36.2,16.7
46063,9.85,20.6,14.55,35.2,13.4
46065,9.9,21.4,14.95,33.95,13.85
46067,10.7,23.0,15.3,34.5,14.9
46069,11.9,25.05,16.25,35.55,16.85
46071,17.85,34.9,21.25,41.35,29.15
46073,11.6,24.6,14.65,35.75,15.0
46075,12.4,25.75,15.5,35.45,16.65
46077,10.6,23.55,15.3,35.7,15.0
46079,10.55,21.8,14.45,32.85,13.65
46081,10.1,22.8,14.8,32.9,14.55
46083,8.45,17.45,13.8,34.85,11.6
46085,14.5,29.5,17.8,40.4,21.9
46087,9.9,22.2,14.9,36.0,14.05
46089,12.45,27.4,15.6,35.45,17.0
46091,11.1,23.75,15.05,35.8,15.35
46093,9.05,21.25,16.05,30.65,14.35
46095,19.7,38.0,21.3,45.9,30.9
46097,11.5,25.4,15.75,35.95,16.4
46099,10.3,23.25,15.85,37.25,14.15
46101,10.85,23.0,14.95,33.6,14.75
46102,22.45,40.9,25.1,47.35,40.05
46103,11.0,22.8,15.4,33.7,15.2
46105,12.15,25.1,15.8,36.05,16.45
46107,11.05,22.95,14.85,35.05,14.15
46109,14.55,30.75,17.8,43.25,20.9
46111,11.1,24.55,15.65,36.15,16.15
46115,11.2,24.4,15.35,36.1,15.4
46117,9.8,20.9,14.8,35.2,13.65
46119,10.7,22.3,14.6,34.85,14.1
46121,21.8,41.55,24.25,49.75,37.55
46123,13.45,28.2,17.05,37.4,19.7
46125,10.55,23.4,15.4,33.95,15.1
46127,9.6,20.5,14.4,31.1,12.9
46129,11.8,24.1,15.55,34.5,16.15
46135,10.6,23.75,15.1,38.55,14.15
46137,18.4,37.85,21.55,47.4,30.6
47001,12.8,26.65,20.65,41.95,18.7
47003,12.9,29.35,20.65,44.4,19.45
47005,14.75,32.45,21.8,40.65,22.75
47007,15.55,33.65,21.95,41.6,25.55
47009,12.0,25.0,19.35,36.2,16.8
47011,12.45,25.45,20.2,41.5,17.8
47013,14.15,31.35,22.45,42.4,23.0
47015,13.2,28.75,21.25,42.8,20.85
47017,13.8,29.55,21.0,42.95,20.25
47019,14.2,30.4,21.25,37.95,20.85
47021,11.45,24.1,19.45,39.15,17.25
47023,13.2,28.35,21.6,39.5,20.0
47025,13.65,29.6,21.55,42.3,21.2
47027,15.4,32.7,21.7,39.9,23.6
47029,15.2,32.2,22.35,40.05,24.05
47031,12.8,27.7,20.65,39.45,20.0
47033,14.15,30.15,20.7,42.15,19.7
47035,14.5,28.0,20.15,39.65,20.05
47037,11.45,24.9,19.0,32.4,14.1
47039,15.65,32.3,21.85,42.9,24.05
47041,14.45,31.45,21.55,40.15,22.25
47043,11.75,26.55,20.15,37.35,17.95
47045,13.75,29.9,21.35,39.4,20.3
47047,13.95,25.8,18.7,38.85,16.65
47049,14.95,31.4,21.9,44.7,22.75
47051,12.7,28.25,20.3,35.4,18.25
47053,13.6,29.15,20.8,39.5,20.2
47055,13.8,27.9,20.75,39.85,19.8
47057,13.9,29.8,21.15,40.95,21.45
47059,13.75,30.2,20.9,40.6,20.95
47061,14.8,32.0,22.4,40.5,24.45
47063,14.05,30.55,21.2,40.4,21.0
47065,11.85,21.95,18.4,34.5,15.55
47067,17.95,37.75,24.45,42.8,29.65
47069,16.15,33.55,21.2,43.75,22.4
47071,14.95,32.0,21.9,38.05,23.1
47073,14.2,30.55,21.2,40.9,21.4
47075,18.6,37.7,21.9,46.6,23.15
47077,14.0,30.3,21.2,38.7,21.7
47079,14.75,31.2,21.05,38.15,21.3
47081,12.95,29.05,21.1,38.25,20.95
47083,13.2,29.2,21.0,39.35,20.35
47085,13.45,28.65,21.2,41.0,20.75
47087,14.9,31.8,21.5,39.2,23.4
47089,12.2,26.25,20.4,37.25,18.3
47091,15.45,32.5,21.55,39.85,23.4
47093,11.55,23.2,19.25,33.8,15.35
47095,18.4,39.3,23.6,47.25,29.6
47097,16.15,34.0,22.25,47.2,23.55
47099,13.65,29.8,21.9,41.4,21.55
47101,13.4,28.9,21.55,39.15,21.05
47103,13.25,27.9,20.2,40.4,19.1
47105,12.95,25.85,18.3,36.5,16.3
47107,13.9,29.2,21.0,46.8,19.95
47109,14.55,30.35,21.85,39.35,22.25
47111,13.65,31.35,22.3,42.85,22.7
47113,15.15,29.95,20.0,44.05,18.75
47115,14.4,30.1,21.25,40.4,21.85
47117,12.65,26.75,20.5,39.75,18.75
47119,11.7,24.2,19.4,35.0,16.4
47121,14.05,30.05,21.5,40.6,22.4
47123,14.05,30.8,21.5,38.95,21.95
47125,11.3,24.1,19.65,38.45,15.65
47127,13.0,27.55,19.95,38.6,18.95
47129,13.6,29.75,21.45,43.2,22.3
47131,14.6,31.3,21.35,40.2,21.4
47133,14.05,29.8,21.9,40.75,22.9
47135,14.7,32.5,22.05,39.95,23.8
47137,16.2,33.35,21.65,41.85,24.1
47139,13.4,29.45,21.1,43.35,20.75
47141,12.05,25.45,20.65,38.15,18.2
47143,14.25,30.5,21.4,42.45,21.75
47145,12.9,28.4,19.85,36.9,19.15
47147,11.9,26.85,19.9,36.7,17.85
47149,11.0,23.1,19.4,38.0,14.65
47151,15.3,34.7,23.75,43.25,26.55
47153,14.9,31.5,21.7,39.3,22.95
47155,12.95,26.4,20.55,38.25,18.9
47157,15.25,27.3,19.45,39.65,17.25
47159,12.35,27.1,20.75,38.8,19.65
47161,12.5,26.7,20.15,37.9,18.85
47163,13.55,28.15,20.3,37.75,19.45
47165,11.35,23.15,18.9,40.4,15.3
47167,13.25,27.55,20.45,43.85,19.0
47169,12.0,28.2,21.15,39.2,20.85
47171,14.55,30.8,21.0,39.2,21.65
47173,13.15,28.7,21.25,40.0,21.3
47175,13.9,29.8,21.1,38.95,21.35
47177,14.3,31.2,21.35,42.15,21.5
47179,12.0,25.05,20.15,35.9,17.4
47181,14.1,30.7,21.4,40.35,23.15
47183,13.35,28.85,21.8,40.1,20.05
47185,14.0,31.15,21.65,39.55,22.3
47187,9.25,17.7,15.55,29.05,10.25
47189,10.55,21.45,18.15,30.95,14.3
48001,13.45,30.35,18.6,39.7,17.3
48003,12.8,31.3,18.05,36.65,14.45
48005,13.95,32.95,20.1,40.9,17.25
48007,13.65,28.9,17.0,36.2,14.35
48009,11.3,25.6,18.1,34.8,14.7
48011,11.0,23.85,17.3,33.3,13.05
48013,14.7,34.75,17.3,42.2,13.75
48015,13.25,29.35,17.6,37.4,14.75
48017,14.9,36.2,17.95,39.15,14.65
48019,13.25,28.25,16.95,35.45,14.05
48021,12.7,31.05,17.3,40.15,14.0
48023,13.25,29.7,18.75,36.3,16.55
48025,14.25,33.2,17.35,39.35,14.9
48027,12.8,29.55,18.75,43.35,13.45
48029,13.85,30.65,16.7,34.15,12.25
48031,11.15,23.05,15.85,34.4,11.6
48033,11.25,24.0,16.4,33.1,12.6
48035,12.4,27.1,17.7,36.0,14.45
48037,12.95,28.65,19.1,36.8,16.15
48039,11.65,25.5,16.2,36.05,11.45
48041,11.1,25.55,18.7,31.1,12.75
48043,11.65,24.35,14.95,33.2,10.0
48045,15.4,33.2,18.7,39.65,17.05
48047,19.0,42.4,17.8,42.9,15.75
48049,12.7,29.4,18.45,35.05,15.5
48051,12.5,27.9,17.5,35.85,14.15
48053,11.9,25.9,17.05,35.35,13.3
48055,14.05,33.15,17.7,42.3,14.5
48057,13.45,30.65,16.7,34.95,13.15
48059,11.7,25.65,18.25,36.1,14.75
48061,17.9,36.85,16.65,40.65,13.3
48063,14.9,33.25,19.5,40.1,17.45
48065,10.5,23.4,17.4,33.9,13.15
48067,13.85,29.7,19.7,39.3,17.45
48069,14.6,33.85,17.0,38.55,13.55
48071,10.75,25.05,18.0,34.8,13.25
48073,13.65,31.25,19.05,35.8,17.1
48075,12.0,29.7,18.35,36.7,15.3
48077,11.5,25.3,17.95,34.85,14.45
48079,17.85,41.35,19.95,42.7,19.35
48081,13.85,30.4,18.25,36.65,15.75
48083,13.35,28.65,18.25,37.2,15.75
48085,9.3,19.95,14.65,31.95,9.15
48087,14.1,31.4,18.7,39.2,16.5
48089,13.25,29.0,17.15,36.45,13.85
48091,10.2,21.3,15.2,34.75,10.45
48093,13.1,29.5,17.75,36.9,14.8
48095,13.45,31.5,17.3,37.4,16.05
48097,11.9,27.1,18.15,36.15,14.65
48099,10.9,27.3,19.25,37.65,14.35
48101,16.35,34.1,18.7,40.55,17.7
48103,14.75,35.95,17.7,39.85,14.4
48105,14.95,34.55,17.25,37.65,14.35
48107,15.85,36.35,18.4,40.75,16.15
48109,17.75,39.85,17.9,40.55,16.5
48111,14.65,35.7,18.9,39.65,16.95
48113,12.5,30.65,17.0,35.7,12.5
48115,15.3,36.65,18.6,39.7,17.35
48117,16.2,39.85,18.45,41.0,15.9
48119,12.3,27.5,19.0,37.05,16.05
48121,9.75,21.2,15.8,33.45,9.65
48123,14.55,32.15,17.95,37.55,16.05
48125,14.45,31.15,17.7,37.8,15.5
48127,22.45,49.2,19.6,47.25,19.4
48129,12.45,27.95,18.75,35.05,15.15
48131,17.9,40.65,17.8,41.7,15.3
48133,12.75,29.05,18.85,35.85,16.05
48135,13.2,32.15,17.75,40.05,14.2
48137,16.5,35.05,16.9,38.55,15.3
48139,11.25,25.75,17.4,37.05,12.55
48141,15.35,33.5,17.45,34.2,12.3
48143,10.9,25.6,19.1,34.6,13.7
48145,14.95,33.2,19.7,40.15,17.25
48147,12.3,28.55,18.9,39.15,16.65
48149,11.95,25.4,16.6,34.15,12.6
48151,12.65,27.65,17.2,36.1,13.6
48153,15.7,35.85,17.9,39.4,15.45
48155,15.9,34.1,19.85,40.55,18.6
48157,11.55,24.15,14.45,29.75,9.65
48159,11.45,24.65,17.3,35.4,13.3
48161,13.3,29.25,18.55,38.2,16.1
